K057,1617.10.103,SMK-10-PTV3-2016
K184,1617.10.076,SMK-10-PTV2-2016
K118,1617.10.018,SMK-10-TKJ1-2016
K056,1617.10.144,SMK-10-MM1-2016
K093,1617.10.145,SMK-10-MM1-2016
K041,1617.10.146,SMK-10-MM1-2016
K198,1617.10.048,SMK-10-PTV1-2016
K010,1617.10.049,SMK-10-PTV1-2016
K130,1617.10.019,SMK-10-TKJ1-2016
K164,1617.10.147,SMK-10-MM1-2016
K047,1617.10.020,SMK-10-TKJ1-2016
K066,1617.10.077,SMK-10-PTV2-2016
K193,1617.10.104,SMK-10-PTV3-2016
K112,1617.10.078,SMK-10-PTV2-2016
K036,1617.10.105,SMK-10-PTV3-2016
K149,1617.10.021,SMK-10-TKJ1-2016
K199,1617.10.022,SMK-10-TKJ1-2016
K133,1617.10.148,SMK-10-MM1-2016
K090,1617.10.106,SMK-10-PTV3-2016
K125,1617.10.051,SMK-10-PTV1-2016
K109,1617.10.052,SMK-10-PTV1-2016
K044,1617.10.149,SMK-10-MM1-2016
K033,1617.10.053,SMK-10-PTV1-2016
K018,1617.10.079,SMK-10-PTV2-2016
K079,1617.10.080,SMK-10-PTV2-2016
K128,1617.10.150,SMK-10-MM1-2016
K120,1617.10.023,SMK-10-TKJ1-2016
K151,1617.10.107,SMK-10-PTV3-2016
K029,1617.10.151,SMK-10-MM1-2016
K161,1617.10.108,SMK-10-PTV3-2016
K116,1617.10.109,SMK-10-PTV3-2016
K156,1617.10.110,SMK-10-PTV3-2016
K127,1617.10.152,SMK-10-MM1-2016
K166,1617.10.153,SMK-10-MM1-2016
K157,1617.10.054,SMK-10-PTV1-2016
K146,1617.10.024,SMK-10-TKJ1-2016
K191,1617.10.111,SMK-10-PTV3-2016
K179,1617.10.025,SMK-10-TKJ1-2016
K155,1617.10.154,SMK-10-MM1-2016
K105,1617.10.026,SMK-10-TKJ1-2016
K088,1617.10.081,SMK-10-PTV2-2016
K075,1617.10.155,SMK-10-MM1-2016
K144,1617.10.055,SMK-10-PTV1-2016
K150,1617.10.056,SMK-10-PTV1-2016
K178,1617.10.027,SMK-10-TKJ1-2016
K106,1617.10.156,SMK-10-MM1-2016
K173,1617.10.157,SMK-10-MM1-2016
K110,1617.10.028,SMK-10-TKJ1-2016
K189,1617.10.082,SMK-10-PTV2-2016
K097,1617.10.057,SMK-10-PTV1-2016
K153,1617.10.083,SMK-10-PTV2-2016
K174,1617.10.158,SMK-10-MM1-2016
K095,1617.10.112,SMK-10-PTV3-2016
K134,1617.10.084,SMK-10-PTV2-2016
K092,1617.10.159,SMK-10-MM1-2016
K015,1617.10.113,SMK-10-PTV3-2016
K062,1617.10.058,SMK-10-PTV1-2016
K089,1617.10.114,SMK-10-PTV3-2016
K022,1617.10.115,SMK-10-PTV3-2016
K202,1617.10.116,SMK-10-PTV3-2016
K013,1617.10.029,SMK-10-TKJ1-2016
K163,1617.10.117,SMK-10-PTV3-2016
K098,1617.10.085,SMK-10-PTV2-2016
K122,1617.10.086,SMK-10-PTV2-2016
K099,1617.10.118,SMK-10-PTV3-2016
K123,1617.10.160,SMK-10-MM1-2016
K004,1617.10.059,SMK-10-PTV1-2016
P109,1617.7.039,SMP-7-2-2016
P104,1617.7.001,SMP-7-1-2016
P036,1617.7.040,SMP-7-2-2016
P066,1617.7.041,SMP-7-2-2016
P049,1617.7.002,SMP-7-1-2016
P006,1617.7.042,SMP-7-2-2016
P021,1617.7.003,SMP-7-1-2016
P022,1617.7.004,SMP-7-1-2016
P058,1617.7.043,SMP-7-2-2016
P067,1617.7.005,SMP-7-1-2016
P010,1617.7.044,SMP-7-2-2016
P103,1617.7.006,SMP-7-1-2016
P080,1617.7.007,SMP-7-1-2016
P095,1617.7.045,SMP-7-2-2016
P110,1617.7.046,SMP-7-2-2016
P038,1617.7.047,SMP-7-2-2016
P105,1617.7.008,SMP-7-1-2016
P043,1617.7.048,SMP-7-2-2016
P089,1617.7.009,SMP-7-1-2016
P064,1617.7.010,SMP-7-1-2016
P009,1617.7.049,SMP-7-2-2016
P091,1617.7.011,SMP-7-1-2016
P002,1617.7.050,SMP-7-2-2016
P035,1617.7.051,SMP-7-2-2016
P037,1617.7.012,SMP-7-1-2016
P031,1617.7.013,SMP-7-1-2016
P045,1617.7.052,SMP-7-2-2016
P098,1617.7.053,SMP-7-2-2016
P093,1617.7.014,SMP-7-1-2016
P073,1617.7.015,SMP-7-1-2016
P102,1617.7.054,SMP-7-2-2016
P086,1617.7.016,SMP-7-1-2016
P019,1617.7.055,SMP-7-2-2016
P088,1617.7.017,SMP-7-1-2016
P042,1617.7.056,SMP-7-2-2016
P075,1617.7.057,SMP-7-2-2016
P062,1617.7.018,SMP-7-1-2016
P056,1617.7.058,SMP-7-2-2016
P026,1617.7.019,SMP-7-1-2016
P092,1617.7.020,SMP-7-1-2016
P033,1617.7.059,SMP-7-2-2016
P070,1617.7.060,SMP-7-2-2016
P097,1617.7.021,SMP-7-1-2016
P072,1617.7.061,SMP-7-2-2016
P001,1617.7.062,SMP-7-2-2016
P108,1617.7.022,SMP-7-1-2016
P084,1617.7.063,SMP-7-2-2016
P052,1617.7.023,SMP-7-1-2016
P106,1617.7.024,SMP-7-1-2016
P017,1617.7.025,SMP-7-1-2016
P063,1617.7.064,SMP-7-2-2016
P081,1617.7.065,SMP-7-2-2016
P041,1617.7.026,SMP-7-1-2016
P044,1617.7.027,SMP-7-1-2016
P034,1617.7.066,SMP-7-2-2016
P023,1617.7.028,SMP-7-1-2016
P029,1617.7.067,SMP-7-2-2016
P015,1617.7.068,SMP-7-2-2016
P076,1617.7.029,SMP-7-1-2016
P020,1617.7.030,SMP-7-1-2016
P048,1617.7.069,SMP-7-2-2016
P013,1617.7.070,SMP-7-2-2016
P032,1617.7.031,SMP-7-1-2016
P090,1617.7.032,SMP-7-1-2016
P003,1617.7.071,SMP-7-2-2016
P083,1617.7.072,SMP-7-2-2016
P099,1617.7.033,SMP-7-1-2016
P078,1617.7.073,SMP-7-2-2016
P100,1617.7.034,SMP-7-1-2016
P085,1617.7.035,SMP-7-1-2016
P094,1617.7.074,SMP-7-2-2016
P077,1617.7.036,SMP-7-1-2016
P060,1617.7.037,SMP-7-1-2016
P096,1617.7.075,SMP-7-2-2016
P018,1617.7.038,SMP-7-1-2016
